route_no,direction_no,latitude,longitude,yaw,score,image_name,direction
379,2,40.43003318,-80.01389277,51.79803085,170,#NAME?,Turn left onto Merrimac St
379,3,40.43149253,-80.0136963,1.247256279,612,Esa2OoJVEanCF7rNLw3YwA,Turn left onto Virginia Ave
379,4,40.43272412,-80.02060105,277.2664185,309,Pm-Zuc4NQ1CMyr1Dt-KlzA,Turn right onto Oneida St
379,5,40.4353068,-80.02018435,14.55408955,2420,jmoxPRFbobhNJOd0Zmbxzg,[goal]
380,0,40.43002812,-80.01945748,17.03374863,255,RwPFxQVBcJhdNGRg9Zm0KA,Head north on Hallock St toward Alta St
380,1,40.43224746,-80.01875159,17.76488113,431,KmE-s333VWdyIF38xJTVqA,Turn right onto Virginia Ave
380,2,40.43174451,-80.01391094,99.37480164,411,yHsV5OlGr4Sqp31D1T9cDg,Turn left onto Merrimac St
380,3,40.43521041,-80.01299505,25.72613907,70,8HtzNVcw-CmJM2cfoGLr2w,Turn left onto Grandview Ave
380,4,40.43543922,-80.01351169,283.1974487,1167,MO3OxEDqmAjhcCisyC0llQ,[goal]
381,0,40.44180112,-79.99353705,274.9579773,20,doV0bcFQ6VkmltW3YtMYYg,Head west
381,1,40.44182489,-79.99381078,275.6237793,80,A0O0kVrlMnusphTl2re3Mw,Continue onto Seventh Ave
381,2,40.44208058,-79.99472286,290.5370178,185,SlIxd8OZIFcbj4A6B5uwxg,Turn left onto Grant St
381,3,40.4409469,-79.99583289,213.4989471,183,aWLvxEXy0nJubVP7rSA5KQ,Turn left onto Sixth Avenue
381,4,40.44008897,-79.9942591,159.0912018,92,iExZpOQqKpIP2u4_yNWt3A,Turn left onto Centre Ave
381,5,40.44019812,-79.9932925,316.2195435,560,sLHW7J8AqK0YEMlhdbc6lg,[goal]
382,0,40.4381614,-80.02496068,217.7427521,10,rSXT1UB-ng8PkwTw83ES3A,Head southwest on Shaler St toward Greenleaf St
382,1,40.43809165,-80.02501467,217.7309113,118,YoZAeAh3cEd3cahlG6ppdA,Turn left onto Greenleaf St
382,2,40.43778437,-80.02394281,104.4610214,97,HJyByXNVL1AURTCKPyeAJQ,Turn right onto Edith St
382,3,40.43709007,-80.0241105,210.1221924,225,y8EuIz4bLsYL4wReojSAEA,[goal]
383,0,40.43270848,-80.00880093,299.8948669,865,1LkiPoV1jQyLAkoOAPr9BQ,Head northwest on Grandview Ave toward Kearsarge St
383,1,40.43714288,-80.01703473,298.6672363,278,FZBvPHIEURXQR1vNBjBwqg,Turn left onto Hallock St
383,2,40.43497974,-80.01792157,196.7495575,78,559pRjUOKqCTkG9ZoM_Rog,Turn right onto Piermont St
383,3,40.4349178,-80.01872011,277.3423157,1221,PLcq_TbuGAigwT_MP0dCdg,[goal]
384,0,40.42830979,-80.02394843,155.5479889,75,8N-vBxv8HQFf-5nDgBfbcA,Head south on Saw Mill Run Blvd toward Lewis St
384,1,40.42763167,-80.0235767,140.6100616,67,LL7l95onKIwK1FQZWAyBrg,Turn right onto Lewis St
384,2,40.42746252,-80.02400038,263.4294434,36,T6KOxQ-hb7WuuWKL8EcgFQ,Turn right onto Woodruff St
384,3,40.42752904,-80.02429125,349.0237122,178,hkjIKPeHAF0S2zmbVLs1wQ,[goal]
385,0,40.43894647,-79.99477867,271.57724,815,R7FSRgLvkTui8HCzlHL9Qw,Head west on Fifth Ave toward Ross St
385,1,40.44235017,-80.00301405,333.09375,53,g7FqpHcaPRRiwtl6pE1Neg,Continue onto Cecil Pl
385,2,40.44273494,-80.00320278,335.0808411,868,k9lyaYpCrQ5gtRpVpDCwgQ,[goal]
386,0,40.44227631,-80.03331789,148.8723907,62,5Kgf-KwqYTu5tCE4P6f7Jw,Head southeast on Sanctus St toward Violet Way
386,1,40.44180821,-80.03302722,147.1967926,466,6WDerDlvf-x7yfqbBb0xtA,Turn left at the 2nd cross street onto S Main St
386,2,40.44347645,-80.02830635,66.65962219,17,wVvNJkm_2DmbkPGdw7YIew,Turn right onto Greenleaf St
386,3,40.44356167,-80.02810881,178.4640656,545,XRL29hal-wSjo1db7CNYCg,[goal]
387,0,40.42565122,-79.99951398,268.2407837,278,8nnAid_jcatSmG29YMYQNw,Head west on Kathleen St toward Judicial St
387,1,40.42555461,-80.00284725,266.8065186,35,20hsKGB3zl66rggFslOsRg,Turn right
387,2,40.42567037,-80.00303444,356.4961243,313,vLQScYLcalJE6AAVsgJ8FQ,[goal]
388,0,40.42870771,-80.0048031,338.9280701,229,VEy0Rd1KCjqFTVcHVboS3Q,Head north on E Sycamore St toward Wyoming St
388,1,40.43019283,-80.00629403,294.8192749,153,868JNHIqGbK5vwQCGqeOBg,Turn left at the 1st cross street onto Wyoming St
388,2,40.42906126,-80.00637345,175.7003326,678,m_i1MbEZEXDhtC4y_E0vhw,Sharp right onto Virginia Ave
388,3,40.43161706,-80.01313189,280.6771851,13,NXnZWzpDy7cI-Ssyxr2xng,Turn right
388,4,40.43166032,-80.01336129,16.78053284,1073,GxGC6mp9Hv0EdFcF2uDFAA,[goal]
389,0,40.4335665,-80.01419587,191.5170593,49,rixoXO3525Qd8w4pfkFzFA,Head south on Amabell St toward W Sycamore St
389,1,40.4331166,-80.01428749,191.5170136,74,5D_5Jlp4HZ_kgaZCpeYlYQ,Turn left at the 1st cross street onto W Sycamore St
389,2,40.4328721,-80.01363189,96.8283844,129,-6n4QZJe6qnlJ9vpznhiEw,Turn right at the 1st cross street onto Merrimac St
389,3,40.43192226,-80.01364699,191.7777863,289,pHBSLAL0iBxmUf0cu-beLA,Turn left onto Virginia Ave
389,4,40.43115243,-80.01059712,112.7033157,541,rOcx_FISh-T5ZhMvbKsY8Q,[goal]
390,0,40.42708609,-80.02279066,111.8484116,118,zTrMRmusbCKkH_38CF1XTw,Head southeast on Saw Mill Run Blvd
390,1,40.42656845,-80.02152411,111.6907883,151,5ib-bv0CEiq3iPQmErEVEA,Slight right toward Woodruff St
390,2,40.42576058,-80.02017292,80.07679749,735,ZM8Vldq9_7uXecJromJryg,Continue onto Woodruff St
390,3,40.43003318,-80.01389277,51.79803085,581,#NAME?,Turn left onto Merrimac St
390,4,40.43521041,-80.01299505,25.72613907,783,8HtzNVcw-CmJM2cfoGLr2w,Continue straight onto P. J. McArdle Roadway
390,5,40.4317442,-80.0056736,116.6189346,2368,Wuh6WmQ_EqkE-7tXsvGE8w,[goal]
391,0,40.43222695,-80.02201877,11.97068596,361,n_lnUJKcz9EDZe4hqIWDlA,Head north on Plymouth St toward Virginia Ave
391,1,40.43547111,-80.02125626,13.82892704,214,z46AY2H6KkRCP6dUCHYzdQ,Turn left onto Well St
391,2,40.43605733,-80.02343988,288.2328796,61,BEvrtq5BbDZ-S7QqyQYdvg,Turn right onto Augusta St
391,3,40.43645695,-80.02344824,29.41808128,636,U9CcTEinBM0AqOWR0qJSDw,[goal]
392,0,40.44317996,-79.99870853,75.5478363,33,LoqKJfr9uih1lIAVz3hR1w,Head east on Exchange Way toward 9th St
392,1,40.4432664,-79.99837269,75.58234406,50,p6oAaXVednzGilVxFWXjng,Turn left at the 1st cross street onto 9th St
392,2,40.44358597,-79.99829872,334.538269,126,6rMvzN29qjBMh1LhD-1LOQ,Turn left at the 1st cross street onto Penn Ave
392,3,40.44341415,-79.99959513,255.5604401,49,BkmBW9IIhVf7gz3oMzE-BA,Turn right onto Maddock Pl
392,4,40.44357929,-79.99987866,335.9299927,258,A3RkueztlhX7IydtUjF5DA,[goal]
393,0,40.43280794,-80.01857697,197.0065918,20,m7wZf5suw0fGhSOIgZ02og,Head south on Hallock St toward Virginia Ave
393,1,40.43264372,-80.01862721,197.0064697,431,NU_Tz-M5GcnYi8eM7J50wQ,Turn left at the 1st cross street onto Virginia Ave
393,2,40.43174451,-80.01391094,99.37480164,128,yHsV5OlGr4Sqp31D1T9cDg,Turn right onto Merrimac St
393,3,40.43072369,-80.01370568,178.8740234,764,sny7EdsBCJXgdnouLjbB6A,Turn right onto Woodruff St
393,4,40.42588452,-80.01956658,259.1505432,730,FWIv6URF8tZyYeqhqffgcQ,Turn right onto Saw Mill Run Blvd
393,5,40.43026277,-80.02530178,307.5257263,2073,i_doqBiz1P4ImakIHplAiQ,[goal]
394,0,40.44087393,-80.00349909,212.7567139,46,mVst2k9-Lwk7HPWGsi0ntg,Head southwest on Delray St toward Fourth Ave
394,1,40.44052663,-80.00372263,212.7733612,581,cv6ccnz0TLF0OV_nDZrRzA,Delray St turns right and becomes Fourth Ave
394,2,40.43812399,-79.99796603,109.1531372,250,zzedJjl3t_8z2qzfq_nocg,Turn right onto Grant St
394,3,40.43623091,-79.9990447,218.4463654,232,1BCjCUgLmLxpFQzi8sqkkw,Take the ramp to I-376 / Fort Pitt Bridge / Airport
394,4,40.43675038,-80.00139321,305.369812,480,AuFI3zAdY8zgBSd7igJv5Q,Merge onto I-376 W
394,5,40.43866997,-80.00639487,290.5239868,1589,5eJgst5pH6cDz__gXP2tyw,[goal]
395,0,40.43802446,-79.99355727,270.5289001,202,4hOhfhilNPmgRP4UHfC2TA,Head west on Forbes Ave toward Shingiss St
395,1,40.43812367,-79.99583383,294.0902405,191,g_RgphIr3XEVcxlBsDaqNw,Turn left onto Ross St
395,2,40.43684504,-79.99694307,212.4810944,60,s3GeC5loLazIOnOeKvsYiA,Turn right onto Court Pl
395,3,40.43684051,-79.99747712,290.0374146,453,c_hI0TR8TWKacRIHEL6qew,[goal]
396,0,40.43396809,-80.01020784,303.9354553,255,L7XVVS2Rvm7lAwQ2e8b66Q,Head northwest on P. J. McArdle Roadway
396,1,40.43549372,-80.01234823,279.9543762,939,LEKjrV7glgb9gNNqw9HzzA,Keep right to continue on Grandview Ave
396,2,40.43959631,-80.02179989,305.5933533,83,O7TPTQKQy413KdewRdZd5g,Turn left onto Augusta St
396,3,40.43927038,-80.02233387,222.4726715,1277,YgY-3ILqLi_NeU5g8O8QHw,[goal]
397,0,40.42585672,-80.02990588,347.338623,289,kBbEZspZ5j_i52_d6u-XyA,Head north on Banksville Rd toward I-376 E
397,1,40.42836984,-80.02978681,37.9224472,284,JhOqu7bixqGLSWfZMMSQgw,Merge onto I-376 E
397,2,40.4301415,-80.02738917,59.055439,706,U6xLILY4lo5ZdgHC65n5eQ,Take exit 69B to merge onto PA-51 S / US-19 Truck S / Saw Mill Run Blvd
397,3,40.42656845,-80.02152411,111.6907883,151,5ib-bv0CEiq3iPQmErEVEA,Slight right toward Saw Mill Run Blvd
397,4,40.42576058,-80.02017292,80.07679749,453,ZM8Vldq9_7uXecJromJryg,Turn left onto Saw Mill Run Blvd
397,5,40.42802665,-80.02370661,333.9161682,1883,SFRGdKpFHlGOy_m-k5pa8w,[goal]
398,0,40.43895042,-79.99492031,91.61067963,8,ju7jk5Ei4jBXhBui4X1QKA,Head east on Fifth Ave toward Sixth Avenue
398,1,40.43894647,-79.99477867,91.54022217,689,R7FSRgLvkTui8HCzlHL9Qw,Turn left at the 1st cross street onto Sixth Avenue
398,2,40.4422476,-79.9997912,326.1391296,170,rXhWGquCcbEPX-qBqWqQ8A,Turn left onto Liberty Ave
398,3,40.44199339,-80.00154901,255.9080811,79,2T4k39xPyTZK4OEvzCux6w,Turn right onto 6th St
398,4,40.44244425,-80.00203977,335.4284058,946,GqEDltxk-D4DbAsRU-R95Q,[goal]
399,0,40.43277841,-80.00344508,34.16645432,406,ZmSfNHIrYCfYfRuUnk3bPw,Head northeast on Smithfield St Bridge
399,1,40.43602413,-80.00127444,33.79761505,198,IEOC5SJyXmAUuQ5puDCvsw,Continue onto Smithfield St
399,2,40.43757693,-80.00031568,34.359375,477,PVe45pZm7gXLbpKTDEVc0Q,Turn right onto Boulevard of the Allies
399,3,40.43601214,-79.99534763,106.3267746,247,CjFq2BqZbLPDOaK3Z8JAZw,Merge onto Crosstown Blvd / Liberty Bridge via the ramp to US-19 / PA-51
399,4,40.43413818,-79.995834,214.8825684,1328,sDZI8QChbhPsBVLGUt45JQ,[goal]
400,0,40.43831506,-80.02361261,13.84526443,116,acKYeSMObntOdaqAJ2oVCg,Head north on Edith St toward Rutledge St
400,1,40.4393944,-80.02335065,13.43974495,34,utRp82VIRYfeJZxx-NspAg,Turn left onto Rutledge St
400,2,40.43958744,-80.02343749,296.7246094,86,QOhJ8jd_K9QGEAHgrDz1Xg,Turn right at the 1st cross street onto Shaler St
400,3,40.44015745,-80.02322433,43.01944351,604,ql9BAer6gS3E0_T5XJz5xw,Turn right onto Grandview Ave
400,4,40.43732982,-80.01738253,117.7479477,558,89abqKuuAbjjsczWmJYeyQ,Turn right onto Hallock St
400,5,40.43250109,-80.0186708,197.5973206,1398,FPa8i-0svfcxppkMW71Zbw,[goal]
401,0,40.44224928,-80.00404633,225.8139801,98,3Ny56vL73CALq_QLj_xIcg,Head southwest on Penn Ave toward Liberty Ave
401,1,40.4416786,-80.0048595,248.2667236,151,FeGg5xlBwcs7H1yGNF3koQ,Merge onto Liberty Ave
401,2,40.44115818,-80.00651679,250.1797333,563,gjWjEGzuux9EdquHevjYHg,Take the ramp onto I-376 W
401,3,40.43846594,-80.01216123,243.5333862,466,DlaWg7JIVrwiy6-7QxN09A,Take exit 69C to merge onto PA-837 N / W Carson St toward PA-51
401,4,40.43962033,-80.01681729,297.0877686,1278,YpdoGo-pP6u2tsm5H8iH_g,[goal]
402,0,40.43707152,-80.00014921,290.9181213,20,aIuXNbjLOSFX_voEUW5PsA,Head northwest on First Avenue toward Smithfield St
402,1,40.43713241,-80.00030834,290.9337158,526,lgasexhfnWtLxA8EIh5hdQ,Turn right at the 1st cross street onto Smithfield St
402,2,40.44127152,-79.99786296,33.03684616,218,Ez9_Tv6M6MH1B9BzAXNQGg,Turn left onto Sixth Avenue
402,3,40.4422476,-79.9997912,326.1391296,151,rXhWGquCcbEPX-qBqWqQ8A,Continue straight onto 7th St
402,4,40.44355172,-80.00040621,335.9248352,915,n2mtUhxeRAjv7H2x3tUhiQ,[goal]
403,0,40.44000399,-80.00611785,110.4278946,83,b0T5oNANNKuh-gaCMSnDyQ,Head southeast on Boulevard of the Allies toward Stanwix St
403,1,40.43970453,-80.00530068,110.0919724,167,te4PoZ74EDQT-2IxoBZ7aA,Turn right onto Stanwix St
403,2,40.4384744,-80.005834,175.5979156,265,DVwFokvf4mmafBcPi4qY9A,Stanwix St turns left and becomes Fort Pitt Blvd
403,3,40.43731965,-80.0032212,108.9428406,323,rndQP2ZHJv0W-p_5lyFa9w,Take the Interstate 376 E ramp to Monroeville
403,4,40.43594373,-79.99987772,118.4487534,838,ICcN2J2gMdoO4QzqT__18g,[goal]
404,0,40.43170942,-80.0091741,117.1752701,19,El-9xJroQRTmY_AACqAeWg,Head southeast on W Sycamore St toward Maple Terrace
404,1,40.43161387,-80.00898803,117.1840286,116,MPckpt97xKFQcVOGuhLinQ,Turn right at the 1st cross street onto Maple Terrace
404,2,40.43076473,-80.00945214,223.5735474,894,T3yjckSdEz9Bhi6AgpVknw,Turn right at the 2nd cross street onto Virginia Ave
404,3,40.43258654,-80.0195392,278.0016479,280,4eL2uF6UopbPSTGqnb6miQ,Turn left onto Meridan St
404,4,40.43034397,-80.02026018,195.0536804,1309,LPEMJcDUkGMGrdJwuFtK3A,[goal]
405,0,40.43855577,-80.02261042,12.24199009,127,ug7VYLIe3VbjYLgTbS0bMQ,Head north on Augusta St toward Rutledge St
405,1,40.43957269,-80.02205699,42.49229813,756,0XYAEAvBKjdKsGDnFaskiA,Turn right onto Grandview Ave
405,2,40.43594959,-80.01478109,117.9710236,225,VG9LxRIPIqIZ7rUI8E15Iw,Turn right onto Bigham St
405,3,40.43407049,-80.01496919,192.2413483,1108,Rd9CCJw8E08HZ3KxhZacRA,[goal]
406,0,40.43639037,-80.02621703,42.33995438,493,jH5VsHZdcQ101mnO_XxJrw,Head northeast on Shaler St toward Well St
406,1,40.44015745,-80.02322433,43.01944351,12,ql9BAer6gS3E0_T5XJz5xw,Turn left onto Grandview Ave
406,2,40.44032541,-80.02306763,298.3754272,505,nABeGBm8upwOkBbhEnlA1Q,[goal]
407,0,40.43617332,-80.01838486,219.64888,396,ZAtInMfSVulGh8Mtejy1VA,Head southwest on Meridan St toward Piermont St
407,1,40.43281671,-80.01968183,192.2232361,894,OyBarhs4UXk20wBBcX2RnA,Turn left onto Virginia Ave
407,2,40.43077213,-80.00979928,117.6771317,116,mhzMw13W_4cEv3g2_29DCg,Turn left onto Maple Terrace
407,3,40.43134498,-80.00892251,40.95116806,499,XD2GnydHIjW3k7QQ7NUrbg,Turn right onto W Sycamore St
407,4,40.42868579,-80.00468741,61.73373032,150,VEy0Rd1KCjqFTVcHVboS3Q,Turn left onto E Sycamore St
407,5,40.42978418,-80.00415229,356.9255676,2055,7lJO4y_kgAZnG6NoKG72eg,[goal]
408,0,40.4353068,-80.02018435,14.16632557,325,LElxkrCJr0-DS1q5o-EwFQ,Head north on Oneida St toward Sioux Way
408,1,40.43813698,-80.01944878,36.13290787,213,LfJPz4E0EgSNXqmzy8WoFA,Turn right onto Grandview Ave
408,2,40.43732982,-80.01738253,117.7479477,752,89abqKuuAbjjsczWmJYeyQ,Turn right onto Hallock St
408,3,40.43086566,-80.01919747,197.9169159,37,cv6p54KhDi5ehZDix7BVUw,Turn right onto Alta St
408,4,40.43070221,-80.01946925,279.7148132,124,pm7ajybaPBKS1i8_CNPchg,Turn left at the 1st cross street onto Athlone Way
408,5,40.42985257,-80.01988511,192.8502197,1451,n_ufxNhMX_HoprTlQmA9WA,[goal]
409,0,40.42587021,-80.01469433,91.90921783,113,5LrJYvoMdFfj7MbwZOy6eg,Head east on Dill Way toward Natchez St
409,1,40.42582557,-80.01335514,91.90433502,376,6dE0U0OyotdwvQMyFxfBpg,Turn left at the 1st cross street onto Natchez St
409,2,40.42868157,-80.01176538,65.27368164,489,BspWDFSyQ5nGP9RzYtDbLQ,[goal]
410,0,40.43905821,-80.02781829,98.8707962,94,gb8th22CjTBaSa8IrgbU-Q,Head east on Greenleaf St toward Fingal St
410,1,40.43888793,-80.02674075,99.06639099,282,PlO1T84MldPlI8_sl8EsnA,Turn left onto Republic St
410,2,40.44081652,-80.02474248,84.70906067,419,WKzIu3y238OP5eH6kgIrOQ,Continue onto Grandview Ave
410,3,40.4389093,-80.02064029,113.9720917,407,LGD24prTY1g5EKHz2WrOXw,Turn right onto Plymouth St
410,4,40.43566896,-80.02153213,278.1588745,291,09gzPMPGkbQSMNrmQyX6Lg,Turn left onto Plyer Way
410,5,40.43328066,-80.02225906,192.4549103,1493,t38AC6hFeSf8l3lurMDxHg,[goal]
411,0,40.42990947,-80.00132726,113.876503,281,tc6dT3B46FwSa6QeeeCO7w,Head southeast on P. J. McArdle Roadway toward Liberty Bridge
411,1,40.42886947,-79.9983488,52.25666809,355,jbuEzvX6Bl2IXvu5QWxYWQ,Turn left onto Arlington Ave
411,2,40.43080076,-80.00137956,326.8569336,19,mL7pHDbxEytcqro8Z0UfOQ,Continue onto E Carson St
411,3,40.43092107,-80.00145729,293.9056091,271,yPsPwl6D9N0csoKB3h8ibw,Turn right onto E Station Square Dr
411,4,40.4323142,-80.003488,35.58788681,926,ScZXgRoP9pe2WFVZlgShRg,[goal]
412,0,40.43476373,-80.01177229,314.7171326,106,9YJsooF4rGJXld9rnYCrGg,Head northwest on Grandview Ave toward Merrimac St
412,1,40.43532218,-80.01270372,278.6390076,411,L51DODecRudbdHS7Oy8-BQ,Turn left onto Merrimac St
412,2,40.43192226,-80.01364699,191.7777863,294,pHBSLAL0iBxmUf0cu-beLA,Turn right onto Virginia Ave
412,3,40.43220781,-80.01691931,278.2886658,811,w9L2HA0RciIFXqQ-omHLqg,[goal]
413,0,40.42657621,-80.0115585,88.62101746,192,PIA-n8gPj8g2nakvSou1JA,Head east on Gray St toward Dilworth St
413,1,40.42665816,-80.00923211,88.0634613,319,wWYoe9860J8XzTlyNiHpBg,Turn left onto Southern Ave
413,2,40.4287699,-80.00750483,78.25300598,71,hwKv4hI-_BMUh-cwqlFVng,Turn left onto Shiloh St
413,3,40.42928405,-80.00731517,355.3108215,466,BRn1vgnaXRXSDqHblq3Nyw,Turn left at the 1st cross street onto Virginia Ave
413,4,40.43137761,-80.01187578,279.9777222,261,gXh2JcNibYnwbehb4d89Mg,Turn right onto Bertha St
413,5,40.43349216,-80.0114563,18.18063545,1309,3dm80FtKiU8tvH_Fw0CXNw,[goal]
414,0,40.44077742,-80.03378673,328.5189514,134,LRS0u6T-Z-HaVwkVQ2pEFg,Head northwest on Alexander St toward S Main St
414,1,40.44185818,-80.03444968,327.8049011,28,3lJfT0ZSIZXwCRhSFi0qaA,Turn left onto Steuben St
414,2,40.44197029,-80.03457267,249.8447266,162,h4jtmv4islDxXNAl8gQ3XA,[goal]
415,0,40.43999166,-80.00720682,32.68347168,11,4sRfb63YAGDVuT8gYg2VPA,Head northeast on Commonwealth Pl
415,1,40.44006193,-80.00716169,32.71075439,656,T9_0NkWYw-FtTMO224B5Ug,Turn right onto Boulevard of the Allies
415,2,40.43788211,-80.00042429,110.2351761,52,mcdqPFPtunHD7N_HW5dHlQ,Turn left onto Smithfield St
415,3,40.43809512,-79.99996313,34.11411285,63,5FtG8B_0V7OCSgLjf3586g,Turn right at the 1st cross street onto Third Avenue
415,4,40.43804095,-79.9994505,110.3868713,782,YuwE_KrQS_3-2NYbq8ihOA,[goal]
416,0,40.42836378,-80.0092066,117.892334,33,KMsJtQdC-6DlgmcgM9yePg,Head southeast on Prospect St toward Southern Ave
416,1,40.42818048,-80.00886048,117.9018326,156,yZhZhne7f0J0FORKnYhX9g,Turn left onto Southern Ave
416,2,40.4287699,-80.00750483,78.25300598,71,hwKv4hI-_BMUh-cwqlFVng,Turn left onto Shiloh St
416,3,40.42928405,-80.00731517,355.3108215,847,BRn1vgnaXRXSDqHblq3Nyw,Turn left at the 1st cross street onto Virginia Ave
416,4,40.43211611,-80.01630971,279.0571289,1107,Sg2HCL28WX0izwx9AiZweg,[goal]
417,0,40.43009367,-79.99906305,288.3787842,225,5OW88m2JWqIdnE6zw903FQ,Head northwest on E Carson St toward S 1st St
417,1,40.43092107,-80.00145729,293.9056091,303,yPsPwl6D9N0csoKB3h8ibw,Turn right onto E Station Square Dr
417,2,40.43255588,-80.00331514,35.59202576,76,nBoXOpw5O0mPUFZxgRawow,Turn left to stay on E Station Square Dr
417,3,40.43302321,-80.00376819,300.7756653,604,uNa4C4VfHZkAgYPcveF7yg,[goal]
418,0,40.44083975,-79.99608904,110.8528824,7,cd-FlJwBGyMN9ooqmBtS1A,Head southeast on Sixth Avenue toward Grant St
418,1,40.44080753,-79.99600448,110.8404465,590,Ni-bfuhkqSvK6qC00wMsxw,Turn right at the 1st cross street onto Grant St
418,2,40.43623091,-79.9990447,218.4463654,328,1BCjCUgLmLxpFQzi8sqkkw,Turn right onto Fort Pitt Blvd
418,3,40.43730051,-80.00240077,290.8642273,428,Q7JODnpI7E2-JcZGgqqwWw,Turn left at Wood St
418,4,40.43532081,-79.99901399,122.6811829,1353,fIztKknFd56VIHP-4gm2gQ,[goal]
419,0,40.43727173,-79.99740673,290.9150696,43,BHnpWcRCBA_kGp7Hvs3zlg,Head northwest on Third Avenue toward Grant Bldg
419,1,40.43742269,-79.99779684,291.5906372,131,A5jEUqNYLMh_mjvYZABqdg,Turn left onto Grant St
419,2,40.43669872,-79.99868199,216.0962219,232,RoIx8YeuAutFdFBuguOdoQ,Turn left onto First Avenue
419,3,40.43574293,-79.99658461,112.2201386,406,W2mCyoCKBT8w1LOZ7w46Ww,[goal]
420,0,40.43263492,-80.01438457,190.9658813,65,mdEWqs-qQjkZtLk1_cmsOQ,Head south on Amabell St toward Virginia Ave
420,1,40.43201209,-80.01450511,190.9572449,73,HjDcvhcT-JmQ7yF-DOqXyA,Turn left at the 1st cross street onto Virginia Ave
420,2,40.43174451,-80.01391094,99.37480164,128,yHsV5OlGr4Sqp31D1T9cDg,Turn right at the 1st cross street onto Merrimac St
420,3,40.43072369,-80.01370568,178.8740234,289,sny7EdsBCJXgdnouLjbB6A,Turn left onto Woodruff St
420,4,40.43081251,-80.0111694,86.2322464,173,3U0kWWJp5rC8wC20bV4MiQ,Sharp right onto Grace St
420,5,40.43006971,-80.01241341,244.7567749,728,eyrO4OyF7Xpo_Aj2fWP2xQ,[goal]
421,0,40.42553806,-80.00510265,357.20047,141,MBaD39oUsVZxPxxMoKgbDg,Head north on Ruth St toward Bailey Ave
421,1,40.42682094,-80.00516451,358.9984741,376,VjDsqbLXIcWJGwDghR1GMA,Turn right after Fox ' s Pizza Den  (on the left)
421,2,40.42691734,-80.00095065,91.30151367,70,RZeJK1htJW8jcsppnn7RvQ,Turn left onto Etta St
421,3,40.42733777,-80.00071209,3.511881113,25,DMbVZwV-sQcWYMAVkTW-KQ,Etta St turns left and becomes Bigbee St
421,4,40.42758257,-80.00071729,275.7652283,612,wbR5hs5rxckNNKrF9PqT_g,[goal]
422,0,40.43530327,-80.01196731,300.1308594,46,KLcJj6EA8ZrhUOcmWtt9oQ,Head northwest on P. J. McArdle Roadway
422,1,40.43549372,-80.01234823,279.9543762,335,LEKjrV7glgb9gNNqw9HzzA,Keep right to continue on Grandview Ave
422,2,40.43653931,-80.01590433,296.666687,381,QErbXf6tMrekeBZrulteHg,[goal]
423,0,40.43099085,-80.00783355,118.1010895,120,rzjVYDQ18WjuSDVHuQcRrA,Head southeast on W Sycamore St toward Shiloh St
423,1,40.43038718,-80.0066875,117.5822678,105,syFoxia9U8tmCoBk5sKKQQ,Turn left at the 2nd cross street onto Wyoming St
423,2,40.43092106,-80.00608961,42.37791824,91,TDPiayX3UjnB7uZ0wR7Ndw,Wyoming St turns left and becomes Grandview Ave
423,3,40.43150181,-80.00651807,296.4234314,316,9Y6ryaPnuMUhPaevdjx2xQ,[goal]
424,0,40.43068424,-79.99879573,210.8781433,52,MT_Zo335uNRs94w3137S-Q,Head southwest on S 2nd St toward McKean St
424,1,40.43031789,-79.99900964,209.6080933,217,K5DnFHyS4AOcZnFZQJ5D3w,Turn right onto E Carson St
424,2,40.43086971,-80.0013148,289.8306885,337,kR2KNDU4OfkHrsNmHl8ePw,Sharp left onto Arlington Ave
424,3,40.42912031,-79.99856851,115.6956711,266,1h6R4rdSy89qSaN1_Sv-CQ,Turn left onto P. J. McArdle Roadway
424,4,40.4283564,-79.99589449,103.3447266,872,UKg1KAlxclQoiifcvPskvw,[goal]
425,0,40.42877827,-80.01423366,46.26277161,147,uvtQMlMynKyk-iTCGAmr2g,Head northeast on Grace St toward Lowen St
425,1,40.42975918,-80.01309461,67.00894928,87,w3RfA61R-iF7cfq5mNMNTA,Turn right onto Lowen St
425,2,40.42935941,-80.01246144,140.6817169,290,Y3xSlASpUgGk_v9Jb1RYdQ,Turn right onto Belonda St
425,3,40.42720915,-80.01412284,211.5141754,209,kAxpuxzEFo_uJa2370MRSA,Turn left onto Wilbert St
425,4,40.42701478,-80.01200366,91.57370758,42,9dS4YWfDWDoutX9WxAtYUQ,Turn left onto Prospect St
425,5,40.42725107,-80.01174798,356.9946289,775,FNKDYM2UyZbCwNYD6x5GyQ,[goal]
426,0,40.42774009,-80.01611027,224.736084,264,VclXqmwHnNM0ZdaFl_J3bg,Head southwest on Wabash Tunnel toward Woodruff St
426,1,40.42610873,-80.01832873,278.8788452,614,PVdy9P0GqoaVvnqinQZfLQ,Sharp right onto Woodruff St
426,2,40.43003318,-80.01389277,51.79803085,170,#NAME?,Turn left onto Merrimac St
426,3,40.43149253,-80.0136963,1.247256279,612,Esa2OoJVEanCF7rNLw3YwA,Turn left onto Virginia Ave
426,4,40.43272412,-80.02060105,277.2664185,309,Pm-Zuc4NQ1CMyr1Dt-KlzA,Turn right onto Oneida St
